TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,277470000,109838000,39.59
2018-10-02,464306000,178737000,38.5
2018-10-03,565382000,185569000,32.82
2018-10-04,500688000,172688000,34.49
2018-10-05,652329000,150904000,23.13
2018-10-08,421188000,101615000,24.13
2018-10-09,438169000,93379000,21.31
2018-10-10,724831000,142444000,19.65
2018-10-11,659397000,214020000,32.46
2018-10-12,471782000,164949000,34.96
2018-10-15,268279000,114582000,42.71
2018-10-16,667673000,174479000,26.13
2018-10-17,623279000,100956000,16.2
2018-10-18,478818000,88135000,18.41
2018-10-19,851867000,157030000,18.43
2018-10-22,605588000,220157000,36.35
2018-10-23,633312000,264680000,41.79
2018-10-24,1052246000,309366000,29.4
2018-10-25,596668000,191582000,32.11
2018-10-26,844753000,297098000,35.17
2018-10-29,496784000,178172000,35.87
2018-10-30,574042000,165923000,28.9
2018-10-31,644049000,158347000,24.59
2018-11-01,378118000,148859000,39.37
2018-11-02,392759000,83387000,21.23
2018-11-06,544693000,166277000,30.53
2018-11-07,664705000,159628000,24.01
2018-11-08,500725000,159504000,31.85
2018-11-09,595821000,183112000,30.73
2018-11-12,317121000,96728000,30.5
2018-11-13,649849000,194036000,29.86
2018-11-14,1882303000,358854000,19.06
2018-11-15,684154000,238592000,34.87
2018-11-16,662589000,183380000,27.68
2018-11-19,444530000,144101000,32.42
2018-11-20,654566000,176411000,26.95
2018-11-21,553476000,183349000,33.13
2018-11-22,731678000,159739000,21.83
2018-11-23,466048000,121918000,26.16
2018-11-26,806358000,181234000,22.48
2018-11-27,587270000,149475000,25.45
2018-11-28,749202000,174924000,23.35
2018-11-29,1284414000,274135000,21.34
2018-11-30,9086102000,219819000,2.42
2018-12-03,2243449000,356133000,15.87
2018-12-04,1167658000,261386000,22.39
2018-12-05,793728000,123534000,15.56
2018-12-06,663646000,140026000,21.1
2018-12-07,921566000,165787000,17.99
2018-12-10,505485000,136377000,26.98
2018-12-11,1341052000,330392000,24.64
2018-12-12,970789000,283652000,29.22
2018-12-13,720912000,231298000,32.08
2018-12-14,610204000,165460000,27.12
2018-12-17,1243626000,383750000,30.86
2018-12-18,705373000,198441000,28.13
2018-12-19,1654963000,489381000,29.57
2018-12-20,1190246000,373858000,31.41
2018-12-21,931338000,163917000,17.6
