TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,15668,0,0.0
2018-10-02,203073,31144,15.34
2018-10-03,284622,54780,19.25
2018-10-04,363810,30070,8.27
2018-10-05,182545,0,0.0
2018-10-08,379494,0,0.0
2018-10-09,315576,0,0.0
2018-10-10,334304,0,0.0
2018-10-11,370828,0,0.0
2018-10-12,198802,30000,15.09
2018-10-15,157323,0,0.0
2018-10-16,810760,270176,33.32
2018-10-17,155710,73457,47.18
2018-10-18,170417,25951,15.23
2018-10-19,131081,0,0.0
2018-10-22,397962,127433,32.02
2018-10-23,455896,108776,23.86
2018-10-24,268937,44379,16.5
2018-10-25,10901,0,0.0
2018-10-26,397243,39219,9.87
2018-10-29,133225,0,0.0
2018-10-30,136751,49025,35.85
2018-10-31,184973,25000,13.52
2018-11-01,74611,0,0.0
2018-11-02,429195,228015,53.13
2018-11-06,13381,0,0.0
2018-11-07,810410,27650,3.41
2018-11-08,390338,60360,15.46
2018-11-09,803289,257514,32.06
2018-11-12,72899,1654,2.27
2018-11-13,81437,26494,32.53
2018-11-14,908497,187875,20.68
2018-11-15,268063,154177,57.52
2018-11-16,230374,145382,63.11
2018-11-19,16801,53,0.32
2018-11-20,109416,53606,48.99
2018-11-21,426251,30000,7.04
2018-11-22,37668,0,0.0
2018-11-23,251793,25000,9.93
2018-11-26,849627,201166,23.68
2018-11-27,125308,36259,28.94
2018-11-28,204524,5000,2.44
2018-11-29,682884,40862,5.98
2018-11-30,6937,0,0.0
2018-12-03,96388,0,0.0
2018-12-04,89405,25007,27.97
2018-12-05,338530,0,0.0
2018-12-06,66804,0,0.0
2018-12-07,27039,0,0.0
2018-12-10,9306,0,0.0
2018-12-11,25952,0,0.0
2018-12-12,14813,0,0.0
2018-12-13,15919,59,0.37
2018-12-14,22390,4231,18.9
2018-12-17,74603,0,0.0
2018-12-18,14198,0,0.0
2018-12-19,133549,8929,6.69
2018-12-20,163607,0,0.0
2018-12-21,8887,0,0.0
