TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,24184,0,0.0
2018-10-02,51330,0,0.0
2018-10-03,150292,51524,34.28
2018-10-04,108310,0,0.0
2018-10-05,85153,80351,94.36
2018-10-08,6025,0,0.0
2018-10-09,74132,482,0.65
2018-10-10,24357,15555,63.86
2018-10-11,3156851,3,0.0
2018-10-12,544202,33500,6.16
2018-10-15,1701,0,0.0
2018-10-16,20993,0,0.0
2018-10-17,720052,0,0.0
2018-10-18,3959,0,0.0
2018-10-19,43926,0,0.0
2018-10-22,1514735,2176,0.14
2018-10-23,25843,0,0.0
2018-10-24,509768,50000,9.81
2018-10-25,816829,400000,48.97
2018-10-26,13689,0,0.0
2018-10-29,693847,0,0.0
2018-10-30,27801,0,0.0
2018-10-31,9262,0,0.0
2018-11-01,4680,0,0.0
2018-11-02,252729,0,0.0
2018-11-06,6014,0,0.0
2018-11-07,21827,0,0.0
2018-11-08,143321,0,0.0
2018-11-09,158259,0,0.0
2018-11-12,13282,0,0.0
2018-11-13,1981412,0,0.0
2018-11-14,33276,319,0.96
2018-11-15,17594,0,0.0
2018-11-16,3911427,55000,1.41
2018-11-19,108925,31972,29.35
2018-11-20,671511,32000,4.77
2018-11-21,12565,0,0.0
2018-11-22,228892,117,0.05
2018-11-23,93832,3184,3.39
2018-11-26,33701,0,0.0
2018-11-27,598618,107597,17.97
2018-11-28,33619,0,0.0
2018-11-29,55206,0,0.0
2018-11-30,7876,2166,27.5
2018-12-03,169984,60355,35.51
2018-12-04,170584,50000,29.31
2018-12-05,225343,60520,26.86
2018-12-06,188653,0,0.0
2018-12-07,357984,0,0.0
2018-12-10,100188,0,0.0
2018-12-11,268277,213674,79.65
2018-12-12,128598,52000,40.44
2018-12-13,21547,0,0.0
2018-12-14,68261,7766,11.38
2018-12-17,53914,0,0.0
2018-12-18,54136,0,0.0
2018-12-19,171116,0,0.0
2018-12-20,13648,0,0.0
2018-12-21,11031,0,0.0
