TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,16326,13775,84.37
2018-10-02,32083,3548,11.06
2018-10-03,168737,2892,1.71
2018-10-04,103343,820,0.79
2018-10-05,7067,0,0.0
2018-10-08,1470804,0,0.0
2018-10-09,672445,86671,12.89
2018-10-10,15534,5415,34.86
2018-10-11,490196,97,0.02
2018-10-12,145996,56826,38.92
2018-10-15,32544,5242,16.11
2018-10-16,129150,35108,27.18
2018-10-17,58518,0,0.0
2018-10-18,90986,0,0.0
2018-10-19,413368,36501,8.83
2018-10-22,177445,119961,67.6
2018-10-23,554152,8556,1.54
2018-10-24,796965,108079,13.56
2018-10-25,52976,11603,21.9
2018-10-26,185843,34682,18.66
2018-10-29,59553,52346,87.9
2018-10-30,185267,36347,19.62
2018-10-31,1359416,344366,25.33
2018-11-01,41647,3146,7.55
2018-11-02,8535,3327,38.98
2018-11-06,79260,40402,50.97
2018-11-07,24630,2969,12.05
2018-11-08,1739958,220043,12.65
2018-11-09,120523,0,0.0
2018-11-12,1640905,108036,6.58
2018-11-13,28233,11488,40.69
2018-11-14,19715,3654,18.53
2018-11-15,816784,25000,3.06
2018-11-16,77444,0,0.0
2018-11-19,10892,0,0.0
2018-11-20,117327,0,0.0
2018-11-21,43318,12,0.03
2018-11-22,7328,103,1.41
2018-11-23,20261,0,0.0
2018-11-26,17245,0,0.0
2018-11-27,14189,0,0.0
2018-11-28,14080,0,0.0
2018-11-29,28690,6481,22.59
2018-11-30,28170,1031,3.66
2018-12-03,43547,114,0.26
2018-12-04,33200,10957,33.0
2018-12-05,46370,35319,76.17
2018-12-06,320651,35643,11.12
2018-12-07,92572,0,0.0
2018-12-10,119778,0,0.0
2018-12-11,218060,3941,1.81
2018-12-12,11976,7193,60.06
2018-12-13,17273,0,0.0
2018-12-14,89326,12214,13.67
2018-12-17,590337,244135,41.36
2018-12-18,1530775,0,0.0
2018-12-19,284564,99790,35.07
2018-12-20,152614,42114,27.6
2018-12-21,13842,6453,46.62
