TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,104893,25000,23.83
2018-10-02,40941,0,0.0
2018-10-03,1778381,216197,12.16
2018-10-04,2628,4,0.15
2018-10-05,4958,226,4.56
2018-10-08,1728,0,0.0
2018-10-09,4622,460,9.95
2018-10-10,270435,93696,34.65
2018-10-11,1067,110,10.31
2018-10-12,878,0,0.0
2018-10-15,11514,2880,25.01
2018-10-16,325406,49914,15.34
2018-10-17,1290327,114026,8.84
2018-10-18,2536,0,0.0
2018-10-19,34923,24974,71.51
2018-10-22,495094,50225,10.14
2018-10-23,203847,67902,33.31
2018-10-24,1144796,215106,18.79
2018-10-25,472698,227000,48.02
2018-10-26,13607,41,0.3
2018-10-29,9095,60,0.66
2018-10-30,92405,24413,26.42
2018-10-31,80170,1441,1.8
2018-11-01,21410,19273,90.02
2018-11-02,38976,5910,15.16
2018-11-06,141981,1000,0.7
2018-11-07,612823,16081,2.62
2018-11-08,380595,152000,39.94
2018-11-09,80047,47040,58.77
2018-11-12,1469658,293940,20.0
2018-11-13,1188412,135652,11.41
2018-11-14,1452942,233934,16.1
2018-11-15,116009,100356,86.51
2018-11-16,306424,185139,60.42
2018-11-19,788894,348924,44.23
2018-11-20,1277364,836485,65.49
2018-11-21,682262,375169,54.99
2018-11-22,223615,29235,13.07
2018-11-23,748626,515020,68.8
2018-11-26,675755,532175,78.75
2018-11-27,86709,74892,86.37
2018-11-28,203691,50000,24.55
2018-11-29,565635,371459,65.67
2018-11-30,1213114,1174175,96.79
2018-12-03,17961,3448,19.2
2018-12-04,293291,27808,9.48
2018-12-05,181502,55490,30.57
2018-12-06,364053,0,0.0
2018-12-07,312668,52001,16.63
2018-12-10,18589,420,2.26
2018-12-11,249994,208000,83.2
2018-12-12,49162,26030,52.95
2018-12-13,8938,5598,62.63
2018-12-14,33563,349,1.04
2018-12-17,280773,0,0.0
2018-12-18,68388,1282,1.87
2018-12-19,62387,24620,39.46
2018-12-20,61746,205,0.33
2018-12-21,175959,113051,64.25
