TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,721,0,0.0
2018-10-02,6428,0,0.0
2018-10-03,1568,0,0.0
2018-10-04,30675,1540,5.02
2018-10-05,15779,0,0.0
2018-10-08,150,0,0.0
2018-10-09,6725,0,0.0
2018-10-10,1745,0,0.0
2018-10-11,143,0,0.0
2018-10-12,766,0,0.0
2018-10-15,8301,1552,18.7
2018-10-16,36356,0,0.0
2018-10-17,735,0,0.0
2018-10-18,22451,0,0.0
2018-10-19,1849,0,0.0
2018-10-22,1016,0,0.0
2018-10-23,173245,200,0.12
2018-10-24,63982,0,0.0
2018-10-25,7,0,0.0
2018-10-26,720,0,0.0
2018-10-29,350,0,0.0
2018-10-30,26568,16924,63.7
2018-10-31,547,0,0.0
2018-11-01,13992,4564,32.62
2018-11-02,1790,0,0.0
2018-11-06,5270,196,3.72
2018-11-07,14195,0,0.0
2018-11-08,1515,4,0.26
2018-11-09,340,0,0.0
2018-11-12,100934,36838,36.5
2018-11-13,17162,0,0.0
2018-11-14,4486,1286,28.67
2018-11-15,16909,0,0.0
2018-11-16,38801,27000,69.59
2018-11-19,40818,19,0.05
2018-11-20,963,0,0.0
2018-11-21,60,0,0.0
2018-11-22,125,0,0.0
2018-11-23,22980,18362,79.9
2018-11-26,30643,16524,53.92
2018-11-27,1694,0,0.0
2018-11-28,473,117,24.74
2018-11-29,16215,15858,97.8
2018-11-30,14279,14021,98.19
2018-12-03,631,300,47.54
2018-12-04,5597,4883,87.24
2018-12-05,10235,8229,80.4
2018-12-06,27686,27559,99.54
2018-12-07,4113,1604,39.0
2018-12-10,13597,11628,85.52
2018-12-11,10794,10143,93.97
2018-12-12,2626,1824,69.46
2018-12-13,4347,4066,93.54
2018-12-14,81047,79305,97.85
2018-12-17,934,0,0.0
2018-12-18,41930,41000,97.78
2018-12-19,4286,3436,80.17
2018-12-20,6964,5745,82.5
2018-12-21,1706,1673,98.07
