TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,20608,5605,27.2
2018-10-02,42420,302,0.71
2018-10-03,450586,141877,31.49
2018-10-04,3093441,5423,0.18
2018-10-05,1512029,12170,0.8
2018-10-08,38319,0,0.0
2018-10-09,37001,18400,49.73
2018-10-10,38526,14273,37.05
2018-10-11,108243,8177,7.55
2018-10-12,289064,259962,89.93
2018-10-15,4069779,75000,1.84
2018-10-16,809163,109777,13.57
2018-10-17,927174,89910,9.7
2018-10-18,97696,6289,6.44
2018-10-19,5962534,349330,5.86
2018-10-22,3626612,150301,4.14
2018-10-23,1045558,33267,3.18
2018-10-24,1674929,10777,0.64
2018-10-25,217629,112,0.05
2018-10-26,160985,50681,31.48
2018-10-29,283138,20033,7.08
2018-10-30,219139,52501,23.96
2018-10-31,17097,0,0.0
2018-11-01,197855,26730,13.51
2018-11-02,4351390,1032463,23.73
2018-11-06,15940,0,0.0
2018-11-07,764555,64754,8.47
2018-11-08,788012,15,0.0
2018-11-09,428267,157581,36.8
2018-11-12,71420,34996,49.0
2018-11-13,753219,451991,60.01
2018-11-14,77968,31,0.04
2018-11-15,81171,56179,69.21
2018-11-16,21862,44,0.2
2018-11-19,60539,1315,2.17
2018-11-20,116954,12791,10.94
2018-11-21,35045,8116,23.16
2018-11-22,365955,344014,94.0
2018-11-23,12041,0,0.0
2018-11-26,66289,53131,80.15
2018-11-27,7786,237,3.04
2018-11-28,11853,320,2.7
2018-11-29,34557,20509,59.35
2018-11-30,13919,12267,88.13
2018-12-03,22203,8008,36.07
2018-12-04,474775,61,0.01
2018-12-05,106318,25014,23.53
2018-12-06,30253,0,0.0
2018-12-07,660243,56393,8.54
2018-12-10,63155,0,0.0
2018-12-11,311772,66129,21.21
2018-12-12,7308,158,2.16
2018-12-13,6126,148,2.42
2018-12-14,13447,0,0.0
2018-12-17,373108,207848,55.71
2018-12-18,115290,0,0.0
2018-12-19,13542,0,0.0
2018-12-20,29210,0,0.0
2018-12-21,119722,0,0.0
