TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,471,0,0.0
2018-10-02,15130,0,0.0
2018-10-03,476,0,0.0
2018-10-04,1368,0,0.0
2018-10-05,1005,0,0.0
2018-10-08,401,0,0.0
2018-10-09,201,0,0.0
2018-10-10,198,0,0.0
2018-10-11,701,0,0.0
2018-10-12,4461,0,0.0
2018-10-15,171,0,0.0
2018-10-16,56423,0,0.0
2018-10-17,117316,0,0.0
2018-10-18,5026,0,0.0
2018-10-19,178,0,0.0
2018-10-22,180,0,0.0
2018-10-23,5196,0,0.0
2018-10-24,5120,0,0.0
2018-10-25,5230,0,0.0
2018-10-26,5086,0,0.0
2018-10-29,10384,0,0.0
2018-10-30,5669,0,0.0
2018-10-31,11817,0,0.0
2018-11-01,5076,0,0.0
2018-11-02,47729,30000,62.85
2018-11-06,43134,26000,60.28
2018-11-07,57257,1047,1.83
2018-11-08,32693,517,1.58
2018-11-09,57423,0,0.0
2018-11-12,30641,0,0.0
2018-11-13,47171,10192,21.61
2018-11-14,20023,8979,44.84
2018-11-15,5326,0,0.0
2018-11-16,1553,0,0.0
2018-11-19,6213,0,0.0
2018-11-20,6084,0,0.0
2018-11-21,5470,0,0.0
2018-11-22,6027,0,0.0
2018-11-23,5491,0,0.0
2018-11-26,17,0,0.0
2018-11-27,529,0,0.0
2018-11-28,5275,0,0.0
2018-11-29,1689,0,0.0
2018-11-30,72,0,0.0
2018-12-03,301,0,0.0
2018-12-04,600,0,0.0
2018-12-05,0,0,
2018-12-06,284,0,0.0
2018-12-07,93,0,0.0
2018-12-10,87,0,0.0
2018-12-11,273,0,0.0
2018-12-12,4043,0,0.0
2018-12-13,10418,0,0.0
2018-12-14,7486,0,0.0
2018-12-17,22493,0,0.0
2018-12-18,4009,0,0.0
2018-12-19,4126,0,0.0
2018-12-20,2794,0,0.0
2018-12-21,1315,0,0.0
