TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,95,28,29.47
2018-10-02,609,0,0.0
2018-10-03,178890,0,0.0
2018-10-04,19121,0,0.0
2018-10-05,220,0,0.0
2018-10-08,1086,0,0.0
2018-10-09,5848,0,0.0
2018-10-10,1103,0,0.0
2018-10-11,263,0,0.0
2018-10-12,80,0,0.0
2018-10-15,743,0,0.0
2018-10-16,2410,1845,76.56
2018-10-17,568,0,0.0
2018-10-18,322,0,0.0
2018-10-19,5912,0,0.0
2018-10-22,473,0,0.0
2018-10-23,418,0,0.0
2018-10-24,683,0,0.0
2018-10-25,650,0,0.0
2018-10-26,551,0,0.0
2018-10-29,541,0,0.0
2018-10-30,5830,0,0.0
2018-10-31,323,0,0.0
2018-11-01,1271,0,0.0
2018-11-02,690,0,0.0
2018-11-06,573,0,0.0
2018-11-07,89456,79840,89.25
2018-11-08,1184,0,0.0
2018-11-09,1332,0,0.0
2018-11-12,31875,27038,84.83
2018-11-13,1401,0,0.0
2018-11-14,999,0,0.0
2018-11-15,98,0,0.0
2018-11-16,146463,139040,94.93
2018-11-19,161452,58470,36.22
2018-11-20,887,0,0.0
2018-11-21,739,0,0.0
2018-11-22,85217,60,0.07
2018-11-23,24317,23927,98.4
2018-11-26,96110,70922,73.79
2018-11-27,31057,30010,96.63
2018-11-28,669,452,67.56
2018-11-29,15356,15127,98.51
2018-11-30,9453,2001,21.17
2018-12-03,2235,0,0.0
2018-12-04,7518,5255,69.9
2018-12-05,29742,25000,84.06
2018-12-06,1607879,1268995,78.92
2018-12-07,3810,406,10.66
2018-12-10,80243,30061,37.46
2018-12-11,54191,51672,95.35
2018-12-12,6220,5907,94.97
2018-12-13,233044,149573,64.18
2018-12-14,3722,145,3.9
2018-12-17,2083,0,0.0
2018-12-18,4848,95,1.96
2018-12-19,13075,0,0.0
2018-12-20,84204,0,0.0
2018-12-21,888,164,18.47
