TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,4208487,448352,10.65
2018-10-02,1531589,55877,3.65
2018-10-03,1317765,51459,3.91
2018-10-04,884157,183650,20.77
2018-10-05,560418,176283,31.46
2018-10-08,109571,0,0.0
2018-10-09,245685,50104,20.39
2018-10-10,95985,30476,31.75
2018-10-11,737166,131696,17.87
2018-10-12,494958,140600,28.41
2018-10-15,458297,102127,22.28
2018-10-16,1000339,300359,30.03
2018-10-17,1509688,25036,1.66
2018-10-18,458846,25137,5.48
2018-10-19,1241215,45683,3.68
2018-10-22,1755659,122025,6.95
2018-10-23,564372,54504,9.66
2018-10-24,243099,50501,20.77
2018-10-25,293475,60133,20.49
2018-10-26,6633,0,0.0
2018-10-29,82001,222,0.27
2018-10-30,234371,34940,14.91
2018-10-31,100151,367,0.37
2018-11-01,19891,50,0.25
2018-11-02,67146,120,0.18
2018-11-06,5439,0,0.0
2018-11-07,265541,15,0.01
2018-11-08,591006,29443,4.98
2018-11-09,853911,70564,8.26
2018-11-12,11344,28,0.25
2018-11-13,217366,25020,11.51
2018-11-14,454249,233338,51.37
2018-11-15,676701,544401,80.45
2018-11-16,204786,117363,57.31
2018-11-19,362672,84269,23.24
2018-11-20,911605,274475,30.11
2018-11-21,11692,5,0.04
2018-11-22,87660,25711,29.33
2018-11-23,280649,106409,37.92
2018-11-26,1312663,50001,3.81
2018-11-27,1100234,180037,16.36
2018-11-28,149722,0,0.0
2018-11-29,250397,0,0.0
2018-11-30,116689,0,0.0
2018-12-03,212813,25,0.01
2018-12-04,29965,50,0.17
2018-12-05,9402,0,0.0
2018-12-06,63014,50000,79.35
2018-12-07,48146,0,0.0
2018-12-10,51275,0,0.0
2018-12-11,161553,142,0.09
2018-12-12,18347,5219,28.45
2018-12-13,6269,0,0.0
2018-12-14,456775,117494,25.72
2018-12-17,32771,0,0.0
2018-12-18,20419,0,0.0
2018-12-19,165310,0,0.0
2018-12-20,2519279,0,0.0
2018-12-21,659504,0,0.0
