TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,87063,2962,3.4
2018-10-02,454957,2510,0.55
2018-10-03,260528,90093,34.58
2018-10-04,279035,13894,4.98
2018-10-05,777357,29566,3.8
2018-10-08,143199,0,0.0
2018-10-09,1800390,326382,18.13
2018-10-10,93540,25106,26.84
2018-10-11,723959,505819,69.87
2018-10-12,1481008,1070833,72.3
2018-10-15,711686,60999,8.57
2018-10-16,826341,125544,15.19
2018-10-17,521138,39677,7.61
2018-10-18,33827,6520,19.27
2018-10-19,367433,170974,46.53
2018-10-22,27537,7540,27.38
2018-10-23,821646,185325,22.56
2018-10-24,398135,5547,1.39
2018-10-25,111613,11439,10.25
2018-10-26,1114396,1012218,90.83
2018-10-29,400865,190476,47.52
2018-10-30,187781,20746,11.05
2018-10-31,571281,45113,7.9
2018-11-01,735606,173517,23.59
2018-11-02,255144,2638,1.03
2018-11-06,47976,22215,46.3
2018-11-07,773015,71753,9.28
2018-11-08,943836,128582,13.62
2018-11-09,1075425,76263,7.09
2018-11-12,226754,82015,36.17
2018-11-13,1210829,149418,12.34
2018-11-14,107731,9814,9.11
2018-11-15,1190709,141283,11.87
2018-11-16,99330,6732,6.78
2018-11-19,55170,21992,39.86
2018-11-20,230328,119835,52.03
2018-11-21,410425,129634,31.59
2018-11-22,484665,56045,11.56
2018-11-23,2704190,180947,6.69
2018-11-26,2038186,99773,4.9
2018-11-27,539138,229309,42.53
2018-11-28,397153,43243,10.89
2018-11-29,664956,272814,41.03
2018-11-30,247010,24779,10.03
2018-12-03,69576,8406,12.08
2018-12-04,256171,76549,29.88
2018-12-05,801902,409868,51.11
2018-12-06,147830,33556,22.7
2018-12-07,99641,3862,3.88
2018-12-10,51884,510,0.98
2018-12-11,98989,31482,31.8
2018-12-12,131208,71295,54.34
2018-12-13,411039,324074,78.84
2018-12-14,123833,2318,1.87
2018-12-17,1753817,92342,5.27
2018-12-18,5494505,275141,5.01
2018-12-19,3514616,100000,2.85
2018-12-20,192497,4073,2.12
2018-12-21,3063182,3262,0.11
