TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,1589,0,0.0
2018-10-02,62314,0,0.0
2018-10-03,2210,0,0.0
2018-10-04,482,0,0.0
2018-10-05,20741,0,0.0
2018-10-08,324,0,0.0
2018-10-09,1479,0,0.0
2018-10-10,14,0,0.0
2018-10-11,88,0,0.0
2018-10-12,93,0,0.0
2018-10-15,1546,0,0.0
2018-10-16,234,0,0.0
2018-10-17,4826,0,0.0
2018-10-18,41829,0,0.0
2018-10-19,50203,0,0.0
2018-10-22,40324,0,0.0
2018-10-23,19113,0,0.0
2018-10-24,30095,0,0.0
2018-10-25,16657,0,0.0
2018-10-26,12310,0,0.0
2018-10-29,5830,0,0.0
2018-10-30,5570,0,0.0
2018-10-31,16057,0,0.0
2018-11-01,26205,0,0.0
2018-11-02,9046,0,0.0
2018-11-06,5463,0,0.0
2018-11-07,5558,0,0.0
2018-11-08,5072,0,0.0
2018-11-09,6688,0,0.0
2018-11-12,7137,0,0.0
2018-11-13,5220,0,0.0
2018-11-14,21934,0,0.0
2018-11-15,829,0,0.0
2018-11-16,1941,0,0.0
2018-11-19,4652,0,0.0
2018-11-20,5559,0,0.0
2018-11-21,10614,0,0.0
2018-11-22,5438,0,0.0
2018-11-23,8226,0,0.0
2018-11-26,474265,0,0.0
2018-11-27,5442,0,0.0
2018-11-28,14420,0,0.0
2018-11-29,25663,0,0.0
2018-11-30,10747,0,0.0
2018-12-03,11228,0,0.0
2018-12-04,9034,0,0.0
2018-12-05,5250,0,0.0
2018-12-06,6543,0,0.0
2018-12-07,3246,0,0.0
2018-12-10,2541,0,0.0
2018-12-11,1047,0,0.0
2018-12-12,3038,0,0.0
2018-12-13,5145,0,0.0
2018-12-14,266,0,0.0
2018-12-17,3292,0,0.0
2018-12-18,35638,0,0.0
2018-12-19,26522,0,0.0
2018-12-20,3943,0,0.0
2018-12-21,7308,0,0.0
