TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,442945,48206,10.88
2018-10-02,1167039,259936,22.27
2018-10-03,921149,101031,10.97
2018-10-04,4304462,116208,2.7
2018-10-05,753124,58631,7.79
2018-10-08,2653320,191323,7.21
2018-10-09,714183,50424,7.06
2018-10-10,1177418,116610,9.9
2018-10-11,645757,144542,22.38
2018-10-12,3668696,624788,17.03
2018-10-15,1384132,42695,3.08
2018-10-16,1841986,246804,13.4
2018-10-17,998572,78171,7.83
2018-10-18,715854,395249,55.21
2018-10-19,1185726,11150,0.94
2018-10-22,1173849,150746,12.84
2018-10-23,978806,348025,35.56
2018-10-24,921776,221388,24.02
2018-10-25,2748563,201103,7.32
2018-10-26,280225,0,0.0
2018-10-29,576713,68647,11.9
2018-10-30,799775,280847,35.12
2018-10-31,510386,25588,5.01
2018-11-01,68031,5,0.01
2018-11-02,404071,107762,26.67
2018-11-06,180088,0,0.0
2018-11-07,476714,11430,2.4
2018-11-08,1645846,300841,18.28
2018-11-09,1021371,150873,14.77
2018-11-12,250436,0,0.0
2018-11-13,401168,25120,6.26
2018-11-14,2368734,227962,9.62
2018-11-15,3093408,977753,31.61
2018-11-16,257338,116030,45.09
2018-11-19,296765,0,0.0
2018-11-20,208188,124903,60.0
2018-11-21,92819,0,0.0
2018-11-22,166474,100045,60.1
2018-11-23,790742,26961,3.41
2018-11-26,588593,105330,17.9
2018-11-27,861749,67639,7.85
2018-11-28,246406,0,0.0
2018-11-29,1392555,267450,19.21
2018-11-30,853049,117260,13.75
2018-12-03,1772230,175562,9.91
2018-12-04,2702233,127006,4.7
2018-12-05,452005,649,0.14
2018-12-06,155129,0,0.0
2018-12-07,501994,25015,4.98
2018-12-10,36028,10,0.03
2018-12-11,65832,12838,19.5
2018-12-12,43557,0,0.0
2018-12-13,20691,0,0.0
2018-12-14,454288,30029,6.61
2018-12-17,420828,1241,0.29
2018-12-18,117340,19292,16.44
2018-12-19,92120,0,0.0
2018-12-20,649895,372840,57.37
2018-12-21,423416,0,0.0
