TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,3295,3152,95.66
2018-10-02,4818,4165,86.45
2018-10-03,1233144,25000,2.03
2018-10-04,56172,50000,89.01
2018-10-05,2322,0,0.0
2018-10-08,2805,0,0.0
2018-10-09,11643,6174,53.03
2018-10-10,1675,87,5.19
2018-10-11,50970,0,0.0
2018-10-12,199610,100042,50.12
2018-10-15,3671,2943,80.17
2018-10-16,2270,0,0.0
2018-10-17,2901,0,0.0
2018-10-18,6960,524,7.53
2018-10-19,2355,0,0.0
2018-10-22,107207,0,0.0
2018-10-23,2478,0,0.0
2018-10-24,3190,0,0.0
2018-10-25,2043,0,0.0
2018-10-26,15623,8926,57.13
2018-10-29,1980,0,0.0
2018-10-30,3654,0,0.0
2018-10-31,503,0,0.0
2018-11-01,83,0,0.0
2018-11-02,3162,0,0.0
2018-11-06,3638,0,0.0
2018-11-07,25988,0,0.0
2018-11-08,5433,0,0.0
2018-11-09,61460,0,0.0
2018-11-12,9993,2659,26.61
2018-11-13,746,0,0.0
2018-11-14,332661,25000,7.52
2018-11-15,411205,260000,63.23
2018-11-16,136180,30000,22.03
2018-11-19,26979,0,0.0
2018-11-20,501844,394952,78.7
2018-11-21,558136,37500,6.72
2018-11-22,11286,5,0.04
2018-11-23,14758,0,0.0
2018-11-26,2196,0,0.0
2018-11-27,23078,0,0.0
2018-11-28,110734,0,0.0
2018-11-29,2491,0,0.0
2018-11-30,1841,0,0.0
2018-12-03,22998,0,0.0
2018-12-04,5413,0,0.0
2018-12-05,152871,114066,74.62
2018-12-06,1658,0,0.0
2018-12-07,51576,0,0.0
2018-12-10,1685,0,0.0
2018-12-11,2465,0,0.0
2018-12-12,7366,0,0.0
2018-12-13,10425,0,0.0
2018-12-14,498,0,0.0
2018-12-17,6984,0,0.0
2018-12-18,951,0,0.0
2018-12-19,4073,0,0.0
2018-12-20,19317,0,0.0
2018-12-21,6023,0,0.0
