TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,237325,101975,42.97
2018-10-02,1141056,125021,10.96
2018-10-03,133554,29449,22.05
2018-10-04,1539248,177052,11.5
2018-10-05,436070,38137,8.75
2018-10-08,180952,0,0.0
2018-10-09,268315,6490,2.42
2018-10-10,78579,238,0.3
2018-10-11,424779,80041,18.84
2018-10-12,1248327,224374,17.97
2018-10-15,389120,3920,1.01
2018-10-16,359845,85042,23.63
2018-10-17,549143,3518,0.64
2018-10-18,150024,0,0.0
2018-10-19,378450,30603,8.09
2018-10-22,1259346,343404,27.27
2018-10-23,373098,4448,1.19
2018-10-24,39285,10175,25.9
2018-10-25,757831,401,0.05
2018-10-26,491501,10421,2.12
2018-10-29,345147,25000,7.24
2018-10-30,221248,3778,1.71
2018-10-31,406592,60396,14.85
2018-11-01,296854,100105,33.72
2018-11-02,34109,335,0.98
2018-11-06,135851,0,0.0
2018-11-07,173541,30000,17.29
2018-11-08,358085,1570,0.44
2018-11-09,434076,28231,6.5
2018-11-12,176020,247,0.14
2018-11-13,127114,35000,27.53
2018-11-14,644857,80209,12.44
2018-11-15,458898,206846,45.07
2018-11-16,236017,150758,63.88
2018-11-19,58367,0,0.0
2018-11-20,173069,60000,34.67
2018-11-21,39091,0,0.0
2018-11-22,63914,35503,55.55
2018-11-23,266595,1235,0.46
2018-11-26,265186,446,0.17
2018-11-27,485057,89159,18.38
2018-11-28,530987,100000,18.83
2018-11-29,581007,75243,12.95
2018-11-30,1903009,50011,2.63
2018-12-03,486256,1699,0.35
2018-12-04,469497,34272,7.3
2018-12-05,296339,66951,22.59
2018-12-06,137210,0,0.0
2018-12-07,67432,0,0.0
2018-12-10,24764,0,0.0
2018-12-11,17830,0,0.0
2018-12-12,57373,0,0.0
2018-12-13,30428,0,0.0
2018-12-14,98975,6207,6.27
2018-12-17,58941,0,0.0
2018-12-18,131424,12166,9.26
2018-12-19,102920,0,0.0
2018-12-20,204552,1550,0.76
2018-12-21,20494,0,0.0
