TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,1184069,53898,4.55
2018-10-02,3571958,404781,11.33
2018-10-03,130579,53229,40.76
2018-10-04,115646,64119,55.44
2018-10-05,53819,51617,95.91
2018-10-08,21844,0,0.0
2018-10-09,84879,14646,17.26
2018-10-10,79174,549,0.69
2018-10-11,39934,5888,14.74
2018-10-12,76945,38195,49.64
2018-10-15,13384,3430,25.63
2018-10-16,85832,37196,43.34
2018-10-17,199580,20,0.01
2018-10-18,4040,1,0.02
2018-10-19,111318,3308,2.97
2018-10-22,445539,113031,25.37
2018-10-23,15347,0,0.0
2018-10-24,4659,235,5.04
2018-10-25,68435,12479,18.23
2018-10-26,1013646,994050,98.07
2018-10-29,8902,934,10.49
2018-10-30,86390,0,0.0
2018-10-31,304259,68,0.02
2018-11-01,49434,23047,46.62
2018-11-02,189986,25010,13.16
2018-11-06,5418,0,0.0
2018-11-07,7888,959,12.16
2018-11-08,141149,40001,28.34
2018-11-09,16411,0,0.0
2018-11-12,21160,2946,13.92
2018-11-13,125580,24848,19.79
2018-11-14,3680,0,0.0
2018-11-15,543070,144862,26.67
2018-11-16,48958,31941,65.24
2018-11-19,11929,0,0.0
2018-11-20,6326,456,7.21
2018-11-21,106249,50349,47.39
2018-11-22,9440,0,0.0
2018-11-23,10332,5,0.05
2018-11-26,34520,20747,60.1
2018-11-27,630997,0,0.0
2018-11-28,5455,10,0.18
2018-11-29,55175,49876,90.4
2018-11-30,5676,0,0.0
2018-12-03,6588,0,0.0
2018-12-04,19719,0,0.0
2018-12-05,4079,0,0.0
2018-12-06,10996,0,0.0
2018-12-07,23351,0,0.0
2018-12-10,7958,0,0.0
2018-12-11,82134,45262,55.11
2018-12-12,6464,3215,49.74
2018-12-13,36781,0,0.0
2018-12-14,263227,237017,90.04
2018-12-17,218015,138924,63.72
2018-12-18,10271,0,0.0
2018-12-19,33345,0,0.0
2018-12-20,305798,68384,22.36
2018-12-21,322922,9,0.0
