TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,30778,10,0.03
2018-10-02,24041,329,1.37
2018-10-03,2156887,2120043,98.29
2018-10-04,3151476,1533847,48.67
2018-10-05,59412,0,0.0
2018-10-08,23559,0,0.0
2018-10-09,108481,25501,23.51
2018-10-10,180017,23806,13.22
2018-10-11,122298,0,0.0
2018-10-12,2417,0,0.0
2018-10-15,65957,55663,84.39
2018-10-16,3320,0,0.0
2018-10-17,107397,100000,93.11
2018-10-18,193215,0,0.0
2018-10-19,78067,50,0.06
2018-10-22,8960,0,0.0
2018-10-23,31624,0,0.0
2018-10-24,7237,0,0.0
2018-10-25,82744,0,0.0
2018-10-26,306472,25548,8.34
2018-10-29,2373,0,0.0
2018-10-30,4392,250,5.69
2018-10-31,833,25,3.0
2018-11-01,6543,15,0.23
2018-11-02,2904,0,0.0
2018-11-06,1346,0,0.0
2018-11-07,43710,0,0.0
2018-11-08,19899,0,0.0
2018-11-09,78869,51167,64.88
2018-11-12,429896,79040,18.39
2018-11-13,313822,1588,0.51
2018-11-14,70786,467,0.66
2018-11-15,62925,50010,79.48
2018-11-16,60026,49807,82.98
2018-11-19,4666,0,0.0
2018-11-20,784214,223807,28.54
2018-11-21,537263,27818,5.18
2018-11-22,2732,0,0.0
2018-11-23,4169,0,0.0
2018-11-26,183113,124500,67.99
2018-11-27,28649,24976,87.18
2018-11-28,51579,46200,89.57
2018-11-29,215807,5945,2.75
2018-11-30,18073,0,0.0
2018-12-03,5925,75,1.27
2018-12-04,4774,0,0.0
2018-12-05,2991,0,0.0
2018-12-06,10570,0,0.0
2018-12-07,27662,21031,76.03
2018-12-10,3879,0,0.0
2018-12-11,13707,0,0.0
2018-12-12,29141,0,0.0
2018-12-13,6947,0,0.0
2018-12-14,1178,0,0.0
2018-12-17,11995,6654,55.47
2018-12-18,5393,0,0.0
2018-12-19,6796,910,13.39
2018-12-20,29191,4907,16.81
2018-12-21,695403,300099,43.15
