TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,101221,0,0.0
2018-10-02,584010,150169,25.71
2018-10-03,109571,65141,59.45
2018-10-04,69743,434,0.62
2018-10-05,3769,234,6.21
2018-10-08,436200,0,0.0
2018-10-09,350190,0,0.0
2018-10-10,354653,0,0.0
2018-10-11,716091,0,0.0
2018-10-12,214871,0,0.0
2018-10-15,35923,0,0.0
2018-10-16,447492,0,0.0
2018-10-17,95272,342,0.36
2018-10-18,100828,45000,44.63
2018-10-19,1401038,430044,30.69
2018-10-22,868327,50282,5.79
2018-10-23,1340,0,0.0
2018-10-24,4106,0,0.0
2018-10-25,64738,28,0.04
2018-10-26,1360,0,0.0
2018-10-29,50217,0,0.0
2018-10-30,101080,59928,59.29
2018-10-31,80176,0,0.0
2018-11-01,300394,55000,18.31
2018-11-02,268204,0,0.0
2018-11-06,2935,0,0.0
2018-11-07,157853,395,0.25
2018-11-08,709711,0,0.0
2018-11-09,568927,0,0.0
2018-11-12,485032,0,0.0
2018-11-13,732573,19865,2.71
2018-11-14,636534,50040,7.86
2018-11-15,181676,25652,14.12
2018-11-16,46686,0,0.0
2018-11-19,31276,0,0.0
2018-11-20,11845,0,0.0
2018-11-21,131,0,0.0
2018-11-22,115441,99930,86.56
2018-11-23,266138,9951,3.74
2018-11-26,96006,25000,26.04
2018-11-27,1004,0,0.0
2018-11-28,56598,0,0.0
2018-11-29,563524,99705,17.69
2018-11-30,2862,4,0.14
2018-12-03,10679,0,0.0
2018-12-04,135133,0,0.0
2018-12-05,273971,4990,1.82
2018-12-06,3269,0,0.0
2018-12-07,66969,805,1.2
2018-12-10,58110,50000,86.04
2018-12-11,5173,0,0.0
2018-12-12,71339,25000,35.04
2018-12-13,112304,0,0.0
2018-12-14,758841,209768,27.64
2018-12-17,222872,0,0.0
2018-12-18,973410,391,0.04
2018-12-19,11354,0,0.0
2018-12-20,513957,399984,77.82
2018-12-21,266514,0,0.0
