TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,39093,0,0.0
2018-10-02,48593,975,2.01
2018-10-03,39352,0,0.0
2018-10-04,113776,0,0.0
2018-10-05,122010,0,0.0
2018-10-08,1437403,0,0.0
2018-10-09,54219,0,0.0
2018-10-10,1556434,10082,0.65
2018-10-11,5631040,249488,4.43
2018-10-12,127418,31005,24.33
2018-10-15,133701,25000,18.7
2018-10-16,5613467,60100,1.07
2018-10-17,135875,0,0.0
2018-10-18,796670,0,0.0
2018-10-19,3013711,158,0.01
2018-10-22,8456,90,1.06
2018-10-23,244172,0,0.0
2018-10-24,15159,0,0.0
2018-10-25,710494,0,0.0
2018-10-26,13055,0,0.0
2018-10-29,11973,0,0.0
2018-10-30,17374,0,0.0
2018-10-31,244930,0,0.0
2018-11-01,2532,0,0.0
2018-11-02,2590,0,0.0
2018-11-06,16662,0,0.0
2018-11-07,25883,0,0.0
2018-11-08,151492,0,0.0
2018-11-09,129204,0,0.0
2018-11-12,128502,0,0.0
2018-11-13,23656,0,0.0
2018-11-14,46660,0,0.0
2018-11-15,22503,647,2.88
2018-11-16,124776,524,0.42
2018-11-19,88873,0,0.0
2018-11-20,94444,0,0.0
2018-11-21,99559,0,0.0
2018-11-22,69406,0,0.0
2018-11-23,96142,62364,64.87
2018-11-26,130808,0,0.0
2018-11-27,59819,0,0.0
2018-11-28,30152,0,0.0
2018-11-29,21330,0,0.0
2018-11-30,70498,0,0.0
2018-12-03,10251,0,0.0
2018-12-04,11339,0,0.0
2018-12-05,8791,0,0.0
2018-12-06,14027,0,0.0
2018-12-07,67719,0,0.0
2018-12-10,12792,0,0.0
2018-12-11,12843,0,0.0
2018-12-12,16233,1400,8.62
2018-12-13,44169,25000,56.6
2018-12-14,311231,0,0.0
2018-12-17,10354,0,0.0
2018-12-18,6474,0,0.0
2018-12-19,23269,0,0.0
2018-12-20,34648,0,0.0
2018-12-21,11846,0,0.0
