TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,889378,116536,13.1
2018-10-02,398740,71,0.02
2018-10-03,261275,25344,9.7
2018-10-04,17787,0,0.0
2018-10-05,100957,24720,24.49
2018-10-08,284957,0,0.0
2018-10-09,68012,0,0.0
2018-10-10,9716,295,3.04
2018-10-11,758918,85103,11.21
2018-10-12,16190,0,0.0
2018-10-15,81426,10001,12.28
2018-10-16,69228,55107,79.6
2018-10-17,197045,0,0.0
2018-10-18,39081,25000,63.97
2018-10-19,3930,0,0.0
2018-10-22,7703,0,0.0
2018-10-23,145599,0,0.0
2018-10-24,200189,75389,37.66
2018-10-25,116609,30499,26.15
2018-10-26,26557,0,0.0
2018-10-29,68595,55000,80.18
2018-10-30,106290,70001,65.86
2018-10-31,22393,7820,34.92
2018-11-01,3462,0,0.0
2018-11-02,28103,0,0.0
2018-11-06,3294,0,0.0
2018-11-07,6081,0,0.0
2018-11-08,61906,0,0.0
2018-11-09,36903,0,0.0
2018-11-12,63499,0,0.0
2018-11-13,130806,74570,57.01
2018-11-14,186740,110281,59.06
2018-11-15,6630,50,0.75
2018-11-16,10989,111,1.01
2018-11-19,8548,0,0.0
2018-11-20,1016152,92842,9.14
2018-11-21,33834,30000,88.67
2018-11-22,15939,0,0.0
2018-11-23,1338149,0,0.0
2018-11-26,1521179,0,0.0
2018-11-27,31267,1,0.0
2018-11-28,726950,81490,11.21
2018-11-29,79092,25000,31.61
2018-11-30,31406,12536,39.92
2018-12-03,14067,0,0.0
2018-12-04,3232,0,0.0
2018-12-05,128095,104991,81.96
2018-12-06,10454,0,0.0
2018-12-07,11336,90,0.79
2018-12-10,9533,0,0.0
2018-12-11,52737,0,0.0
2018-12-12,4751,0,0.0
2018-12-13,8254,0,0.0
2018-12-14,14420,0,0.0
2018-12-17,59560,0,0.0
2018-12-18,13429,0,0.0
2018-12-19,125414,0,0.0
2018-12-20,156627,99878,63.77
2018-12-21,65668,0,0.0
