TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,7431330,0,0.0
2018-10-02,3570570,0,0.0
2018-10-03,9191030,0,0.0
2018-10-04,6445280,0,0.0
2018-10-05,6494760,0,0.0
2018-10-08,5492180,0,0.0
2018-10-09,8334540,0,0.0
2018-10-10,4834180,0,0.0
2018-10-11,7007380,0,0.0
2018-10-12,4584410,0,0.0
2018-10-15,2874410,0,0.0
2018-10-16,8406230,0,0.0
2018-10-17,5180090,0,0.0
2018-10-18,14353580,0,0.0
2018-10-19,7540530,0,0.0
2018-10-22,15528640,0,0.0
2018-10-23,11728930,0,0.0
2018-10-24,11418830,0,0.0
2018-10-25,6117280,0,0.0
2018-10-26,17043870,0,0.0
2018-10-29,10356390,0,0.0
2018-10-30,15243910,0,0.0
2018-10-31,10110940,0,0.0
2018-11-01,6362420,0,0.0
2018-11-02,10569780,0,0.0
2018-11-06,11748460,0,0.0
2018-11-07,11850800,0,0.0
2018-11-08,9382340,0,0.0
2018-11-09,8369320,0,0.0
2018-11-12,4587340,0,0.0
2018-11-13,8716140,0,0.0
2018-11-14,14468090,0,0.0
2018-11-15,7791960,0,0.0
2018-11-16,4177410,0,0.0
2018-11-19,8916130,0,0.0
2018-11-20,7324270,0,0.0
2018-11-21,11171670,0,0.0
2018-11-22,7619100,0,0.0
2018-11-23,5318350,0,0.0
2018-11-26,5509120,0,0.0
2018-11-27,7413080,0,0.0
2018-11-28,6261330,0,0.0
2018-11-29,8425650,0,0.0
2018-11-30,5782190,0,0.0
2018-12-03,7397800,0,0.0
2018-12-04,7434860,0,0.0
2018-12-05,5873980,0,0.0
2018-12-06,4218920,0,0.0
2018-12-07,6758770,0,0.0
2018-12-10,5466350,0,0.0
2018-12-11,5002500,0,0.0
2018-12-12,6697790,0,0.0
2018-12-13,6154630,0,0.0
2018-12-14,6382320,0,0.0
2018-12-17,9285880,0,0.0
2018-12-18,10034540,0,0.0
2018-12-19,8832200,0,0.0
2018-12-20,8273960,0,0.0
2018-12-21,7741790,0,0.0
