,BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
0,TQIF,2018-10-01,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17100,,,0,,16580,17100,0,5403920,0,
1,TQIF,2018-10-02,Рф-ММВБгф,RU000A0JURB5,1,690000,17250.0,17250.0,17250.0,17250,17250.0,17250.0,40,,16760,17250,0,5463920,0,
2,TQIF,2018-10-03,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17250,,,0,,16760,17250,0,5463920,0,
3,TQIF,2018-10-04,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17250,,,0,,16760,17250,0,5463920,0,
4,TQIF,2018-10-05,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17250,,,0,,16760,17250,0,5463920,0,
5,TQIF,2018-10-08,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17250,,,0,,16760,17250,0,5463920,0,
6,TQIF,2018-10-09,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17250,,,0,,16760,17250,0,5463920,0,
7,TQIF,2018-10-10,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17250,,,0,,16760,17250,0,5463920,0,
8,TQIF,2018-10-11,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17250,,,0,,16760,17250,0,5463920,0,
9,TQIF,2018-10-12,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17250,,,0,,16760,17250,0,5463920,0,
10,TQIF,2018-10-15,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17250,,,0,,16760,17250,0,5463920,0,
11,TQIF,2018-10-16,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17250,,,0,,16760,17250,0,5463920,0,
12,TQIF,2018-10-17,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17250,,,0,,16760,17250,0,5463920,0,
13,TQIF,2018-10-18,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17250,,,0,,16760,17250,0,5463920,0,
14,TQIF,2018-10-19,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17250,,,0,,16760,17250,0,5463920,0,
15,TQIF,2018-10-22,Рф-ММВБгф,RU000A0JURB5,2,665300,16650.0,16600.0,16650.0,16600,16630.0,16600.0,40,,16790,16600,0,5440220,0,
16,TQIF,2018-10-23,Рф-ММВБгф,RU000A0JURB5,0,0,,,,16600,,,0,,16790,16600,0,5440220,0,
17,TQIF,2018-10-24,Рф-ММВБгф,RU000A0JURB5,0,0,,,,16600,,,0,,16790,16600,0,5440220,0,
18,TQIF,2018-10-25,Рф-ММВБгф,RU000A0JURB5,0,0,,,,16600,,,0,,16790,16600,0,5440220,0,
19,TQIF,2018-10-26,Рф-ММВБгф,RU000A0JURB5,0,0,,,,16600,,,0,,16790,16600,0,5440220,0,
20,TQIF,2018-10-29,Рф-ММВБгф,RU000A0JURB5,0,0,,,,16600,,,0,,16790,16600,0,5440220,0,
21,TQIF,2018-10-30,Рф-ММВБгф,RU000A0JURB5,0,0,,,,16600,,,0,,16790,16600,0,5440220,0,
22,TQIF,2018-10-31,Рф-ММВБгф,RU000A0JURB5,1,16450,16450.0,16450.0,16450.0,16450,16450.0,16450.0,1,,16840,16450,0,4800670,0,
23,TQIF,2018-11-01,Рф-ММВБгф,RU000A0JURB5,0,0,,,,16450,,,0,,16840,16450,0,4800670,0,
24,TQIF,2018-11-02,Рф-ММВБгф,RU000A0JURB5,1,16910,16910.0,16910.0,16910.0,16910,16910.0,16910.0,1,,16860,16910,0,4146780,0,
25,TQIF,2018-11-06,Рф-ММВБгф,RU000A0JURB5,0,0,,,,16910,,,0,,16860,16910,0,4146780,0,
26,TQIF,2018-11-07,Рф-ММВБгф,RU000A0JURB5,1,238420,17030.0,17030.0,17030.0,17030,17030.0,17030.0,14,,16890,17030,0,3884200,0,
27,TQIF,2018-11-08,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17030,,,0,,16890,17030,0,3884200,0,
28,TQIF,2018-11-09,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17030,,,0,,16890,17030,0,3884200,0,
29,TQIF,2018-11-12,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17030,,,0,,16890,17030,0,3884200,0,
30,TQIF,2018-11-13,Рф-ММВБгф,RU000A0JURB5,1,421250,16850.0,16850.0,16850.0,16850,16850.0,16850.0,25,,16900,16850,0,4071930,0,
31,TQIF,2018-11-14,Рф-ММВБгф,RU000A0JURB5,0,0,,,,16850,,,0,,16900,16850,0,4071930,0,
32,TQIF,2018-11-15,Рф-ММВБгф,RU000A0JURB5,0,0,,,,16850,,,0,,16900,16850,0,4071930,0,
33,TQIF,2018-11-16,Рф-ММВБгф,RU000A0JURB5,0,0,,,,16850,,,0,,16900,16850,0,4071930,0,
34,TQIF,2018-11-19,Рф-ММВБгф,RU000A0JURB5,0,0,,,,16850,,,0,,16900,16850,0,4071930,0,
35,TQIF,2018-11-20,Рф-ММВБгф,RU000A0JURB5,1,50070,16690.0,16690.0,16690.0,16690,16690.0,16690.0,3,,16930,16690,0,3452800,0,
36,TQIF,2018-11-21,Рф-ММВБгф,RU000A0JURB5,0,0,,,,16690,,,0,,16930,16690,0,3452800,0,
37,TQIF,2018-11-22,Рф-ММВБгф,RU000A0JURB5,0,0,,,,16690,,,0,,16930,16690,0,3452800,0,
38,TQIF,2018-11-23,Рф-ММВБгф,RU000A0JURB5,0,0,,,,16690,,,0,,16930,16690,0,3452800,0,
39,TQIF,2018-11-26,Рф-ММВБгф,RU000A0JURB5,1,412500,16500.0,16500.0,16500.0,16500,16500.0,16500.0,25,,16900,16500,0,3194900,0,
40,TQIF,2018-11-27,Рф-ММВБгф,RU000A0JURB5,0,0,,,,16500,,,0,,16900,16500,0,3194900,0,
41,TQIF,2018-11-28,Рф-ММВБгф,RU000A0JURB5,0,0,,,,16500,,,0,,16900,16500,0,3194900,0,
42,TQIF,2018-11-29,Рф-ММВБгф,RU000A0JURB5,2,696200,17000.0,16980.0,17000.0,16980,16980.0,16980.0,41,,16780,16980,0,2517100,0,
43,TQIF,2018-11-30,Рф-ММВБгф,RU000A0JURB5,0,0,,,,16980,,,0,,16780,16980,0,2517100,0,
44,TQIF,2018-12-03,Рф-ММВБгф,RU000A0JURB5,1,153720,17080.0,17080.0,17080.0,17080,17080.0,17080.0,9,,16830,17080,0,2237920,0,
45,TQIF,2018-12-04,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17080,,,0,,16830,17080,0,2237920,0,
46,TQIF,2018-12-05,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17080,,,0,,16830,17080,0,2237920,0,
47,TQIF,2018-12-06,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17080,,,0,,16830,17080,0,2237920,0,
48,TQIF,2018-12-07,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17080,,,0,,16830,17080,0,2237920,0,
49,TQIF,2018-12-10,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17080,,,0,,16830,17080,0,2237920,0,
50,TQIF,2018-12-11,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17080,,,0,,16830,17080,0,2237920,0,
51,TQIF,2018-12-12,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17080,,,0,,16830,17080,0,2237920,0,
52,TQIF,2018-12-13,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17080,,,0,,16830,17080,0,2237920,0,
53,TQIF,2018-12-14,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17080,,,0,,16830,17080,0,2237920,0,
54,TQIF,2018-12-17,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17080,,,0,,16830,17080,0,2237920,0,
55,TQIF,2018-12-18,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17080,,,0,,16830,17080,0,2237920,0,
56,TQIF,2018-12-19,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17080,,,0,,16830,17080,0,2237920,0,
57,TQIF,2018-12-20,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17080,,,0,,16830,17080,0,2237920,0,
58,TQIF,2018-12-21,Рф-ММВБгф,RU000A0JURB5,0,0,,,,17080,,,0,,16830,17080,0,2237920,0,
