TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,16326,0,0.0
2018-10-02,32083,114,0.36
2018-10-03,168737,3760,2.23
2018-10-04,103343,0,0.0
2018-10-05,7067,1057,14.96
2018-10-08,1470804,875,0.06
2018-10-09,672445,32708,4.86
2018-10-10,15534,4146,26.69
2018-10-11,490196,6128,1.25
2018-10-12,145996,15780,10.81
2018-10-15,32544,20259,62.25
2018-10-16,129150,32458,25.13
2018-10-17,58518,6112,10.44
2018-10-18,90986,19697,21.65
2018-10-19,413368,6493,1.57
2018-10-22,177445,2551,1.44
2018-10-23,554152,11705,2.11
2018-10-24,796965,8063,1.01
2018-10-25,52976,4323,8.16
2018-10-26,185843,9833,5.29
2018-10-29,59553,4271,7.17
2018-10-30,185267,30628,16.53
2018-10-31,1359416,5733,0.42
2018-11-01,41647,3712,8.91
2018-11-02,8535,248,2.91
2018-11-06,79260,24753,31.23
2018-11-07,24630,137,0.56
2018-11-08,1739958,20361,1.17
2018-11-09,120523,251,0.21
2018-11-12,1640905,24354,1.48
2018-11-13,28233,1414,5.01
2018-11-14,19715,7907,40.11
2018-11-15,816784,8014,0.98
2018-11-16,77444,38982,50.34
2018-11-19,10892,7672,70.44
2018-11-20,117327,3031,2.58
2018-11-21,43318,20536,47.41
2018-11-22,7328,4492,61.3
2018-11-23,20261,6416,31.67
2018-11-26,17245,12936,75.01
2018-11-27,14189,9080,63.99
2018-11-28,14080,5673,40.29
2018-11-29,28690,15472,53.93
2018-11-30,28170,16445,58.38
2018-12-03,43547,21859,50.2
2018-12-04,33200,17909,53.94
2018-12-05,46370,4119,8.88
2018-12-06,320651,8116,2.53
2018-12-07,92572,8429,9.11
2018-12-10,119778,4275,3.57
2018-12-11,218060,2678,1.23
2018-12-12,11976,2589,21.62
2018-12-13,17273,11400,66.0
2018-12-14,89326,5261,5.89
2018-12-17,590337,20852,3.53
2018-12-18,1530775,16686,1.09
2018-12-19,284564,3540,1.24
2018-12-20,152614,11233,7.36
2018-12-21,13842,5210,37.64
