TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,24184,0,0.0
2018-10-02,51330,0,0.0
2018-10-03,150292,256,0.17
2018-10-04,108310,40,0.04
2018-10-05,85153,0,0.0
2018-10-08,6025,0,0.0
2018-10-09,74132,10378,14.0
2018-10-10,24357,513,2.11
2018-10-11,3156851,7030,0.22
2018-10-12,544202,5034,0.93
2018-10-15,1701,87,5.11
2018-10-16,20993,476,2.27
2018-10-17,720052,591,0.08
2018-10-18,3959,0,0.0
2018-10-19,43926,8609,19.6
2018-10-22,1514735,2352,0.16
2018-10-23,25843,1166,4.51
2018-10-24,509768,87,0.02
2018-10-25,816829,980,0.12
2018-10-26,13689,0,0.0
2018-10-29,693847,467,0.07
2018-10-30,27801,11301,40.65
2018-10-31,9262,2469,26.66
2018-11-01,4680,1961,41.9
2018-11-02,252729,7900,3.13
2018-11-06,6014,0,0.0
2018-11-07,21827,5817,26.65
2018-11-08,143321,409,0.29
2018-11-09,158259,3620,2.29
2018-11-12,13282,1366,10.28
2018-11-13,1981412,25000,1.26
2018-11-14,33276,514,1.54
2018-11-15,17594,0,0.0
2018-11-16,3911427,5001,0.13
2018-11-19,108925,3301,3.03
2018-11-20,671511,11761,1.75
2018-11-21,12565,250,1.99
2018-11-22,228892,12347,5.39
2018-11-23,93832,18993,20.24
2018-11-26,33701,11175,33.16
2018-11-27,598618,5514,0.92
2018-11-28,33619,2510,7.47
2018-11-29,55206,9203,16.67
2018-11-30,7876,139,1.76
2018-12-03,169984,5331,3.14
2018-12-04,170584,2212,1.3
2018-12-05,225343,2405,1.07
2018-12-06,188653,4382,2.32
2018-12-07,357984,44,0.01
2018-12-10,100188,5413,5.4
2018-12-11,268277,12256,4.57
2018-12-12,128598,579,0.45
2018-12-13,21547,2775,12.88
2018-12-14,68261,2000,2.93
2018-12-17,53914,6697,12.42
2018-12-18,54136,7669,14.17
2018-12-19,171116,0,0.0
2018-12-20,13648,7818,57.28
2018-12-21,11031,2814,25.51
