TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,30778,4,0.01
2018-10-02,24041,316,1.31
2018-10-03,2156887,2000,0.09
2018-10-04,3151476,0,0.0
2018-10-05,59412,21,0.04
2018-10-08,23559,478,2.03
2018-10-09,108481,1280,1.18
2018-10-10,180017,5387,2.99
2018-10-11,122298,2920,2.39
2018-10-12,2417,317,13.12
2018-10-15,65957,8768,13.29
2018-10-16,3320,1121,33.77
2018-10-17,107397,609,0.57
2018-10-18,193215,233,0.12
2018-10-19,78067,5112,6.55
2018-10-22,8960,0,0.0
2018-10-23,31624,10055,31.8
2018-10-24,7237,583,8.06
2018-10-25,82744,5151,6.23
2018-10-26,306472,5820,1.9
2018-10-29,2373,856,36.07
2018-10-30,4392,3009,68.51
2018-10-31,833,149,17.89
2018-11-01,6543,2667,40.76
2018-11-02,2904,186,6.4
2018-11-06,1346,5,0.37
2018-11-07,43710,85,0.19
2018-11-08,19899,56,0.28
2018-11-09,78869,5605,7.11
2018-11-12,429896,9310,2.17
2018-11-13,313822,726,0.23
2018-11-14,70786,12108,17.11
2018-11-15,62925,11561,18.37
2018-11-16,60026,6167,10.27
2018-11-19,4666,1951,41.81
2018-11-20,784214,7595,0.97
2018-11-21,537263,364,0.07
2018-11-22,2732,818,29.94
2018-11-23,4169,498,11.95
2018-11-26,183113,6298,3.44
2018-11-27,28649,800,2.79
2018-11-28,51579,105,0.2
2018-11-29,215807,10516,4.87
2018-11-30,18073,100,0.55
2018-12-03,5925,2896,48.88
2018-12-04,4774,620,12.99
2018-12-05,2991,1914,63.99
2018-12-06,10570,5414,51.22
2018-12-07,27662,2243,8.11
2018-12-10,3879,1848,47.64
2018-12-11,13707,2290,16.71
2018-12-12,29141,5000,17.16
2018-12-13,6947,4493,64.68
2018-12-14,1178,35,2.97
2018-12-17,11995,4277,35.66
2018-12-18,5393,4228,78.4
2018-12-19,6796,1122,16.51
2018-12-20,29191,5168,17.7
2018-12-21,695403,6886,0.99
