TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,721,0,0.0
2018-10-02,6428,0,0.0
2018-10-03,1568,33,2.1
2018-10-04,30675,0,0.0
2018-10-05,15779,280,1.77
2018-10-08,150,0,0.0
2018-10-09,6725,5491,81.65
2018-10-10,1745,212,12.15
2018-10-11,143,56,39.16
2018-10-12,766,543,70.89
2018-10-15,8301,5011,60.37
2018-10-16,36356,1000,2.75
2018-10-17,735,451,61.36
2018-10-18,22451,132,0.59
2018-10-19,1849,769,41.59
2018-10-22,1016,408,40.16
2018-10-23,173245,518,0.3
2018-10-24,63982,5025,7.85
2018-10-25,7,4,57.14
2018-10-26,720,604,83.89
2018-10-29,350,259,74.0
2018-10-30,26568,0,0.0
2018-10-31,547,265,48.45
2018-11-01,13992,6,0.04
2018-11-02,1790,1062,59.33
2018-11-06,5270,5000,94.88
2018-11-07,14195,5315,37.44
2018-11-08,1515,409,27.0
2018-11-09,340,290,85.29
2018-11-12,100934,2665,2.64
2018-11-13,17162,7012,40.86
2018-11-14,4486,344,7.67
2018-11-15,16909,4050,23.95
2018-11-16,38801,5245,13.52
2018-11-19,40818,2005,4.91
2018-11-20,963,0,0.0
2018-11-21,60,25,41.67
2018-11-22,125,0,0.0
2018-11-23,22980,0,0.0
2018-11-26,30643,13754,44.88
2018-11-27,1694,1652,97.52
2018-11-28,473,31,6.55
2018-11-29,16215,1,0.01
2018-11-30,14279,234,1.64
2018-12-03,631,320,50.71
2018-12-04,5597,689,12.31
2018-12-05,10235,2000,19.54
2018-12-06,27686,121,0.44
2018-12-07,4113,2289,55.65
2018-12-10,13597,1934,14.22
2018-12-11,10794,232,2.15
2018-12-12,2626,0,0.0
2018-12-13,4347,262,6.03
2018-12-14,81047,20,0.02
2018-12-17,934,8,0.86
2018-12-18,41930,124,0.3
2018-12-19,4286,0,0.0
2018-12-20,6964,0,0.0
2018-12-21,1706,24,1.41
