TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,889378,10000,1.12
2018-10-02,398740,9307,2.33
2018-10-03,261275,2380,0.91
2018-10-04,17787,4482,25.2
2018-10-05,100957,11938,11.82
2018-10-08,284957,6272,2.2
2018-10-09,68012,1,0.0
2018-10-10,9716,5395,55.53
2018-10-11,758918,10692,1.41
2018-10-12,16190,6330,39.1
2018-10-15,81426,7737,9.5
2018-10-16,69228,8914,12.88
2018-10-17,197045,10662,5.41
2018-10-18,39081,5947,15.22
2018-10-19,3930,635,16.16
2018-10-22,7703,1063,13.8
2018-10-23,145599,11400,7.83
2018-10-24,200189,16758,8.37
2018-10-25,116609,18743,16.07
2018-10-26,26557,6305,23.74
2018-10-29,68595,10743,15.66
2018-10-30,106290,52,0.05
2018-10-31,22393,1144,5.11
2018-11-01,3462,1443,41.68
2018-11-02,28103,4699,16.72
2018-11-06,3294,306,9.29
2018-11-07,6081,212,3.49
2018-11-08,61906,11125,17.97
2018-11-09,36903,6415,17.38
2018-11-12,63499,12716,20.03
2018-11-13,130806,9885,7.56
2018-11-14,186740,27913,14.95
2018-11-15,6630,966,14.57
2018-11-16,10989,7074,64.37
2018-11-19,8548,2816,32.94
2018-11-20,1016152,30992,3.05
2018-11-21,33834,1335,3.95
2018-11-22,15939,10814,67.85
2018-11-23,1338149,23363,1.75
2018-11-26,1521179,9533,0.63
2018-11-27,31267,17079,54.62
2018-11-28,726950,13513,1.86
2018-11-29,79092,14640,18.51
2018-11-30,31406,5733,18.25
2018-12-03,14067,4404,31.31
2018-12-04,3232,474,14.67
2018-12-05,128095,712,0.56
2018-12-06,10454,5202,49.76
2018-12-07,11336,2325,20.51
2018-12-10,9533,4952,51.95
2018-12-11,52737,5642,10.7
2018-12-12,4751,536,11.28
2018-12-13,8254,4199,50.87
2018-12-14,14420,0,0.0
2018-12-17,59560,1767,2.97
2018-12-18,13429,10852,80.81
2018-12-19,125414,14943,11.91
2018-12-20,156627,19751,12.61
2018-12-21,65668,5198,7.92
