TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,20608,1,0.0
2018-10-02,42420,6383,15.05
2018-10-03,450586,24000,5.33
2018-10-04,3093441,0,0.0
2018-10-05,1512029,0,0.0
2018-10-08,38319,4868,12.7
2018-10-09,37001,11002,29.73
2018-10-10,38526,5059,13.13
2018-10-11,108243,10165,9.39
2018-10-12,289064,3383,1.17
2018-10-15,4069779,11454,0.28
2018-10-16,809163,10766,1.33
2018-10-17,927174,25833,2.79
2018-10-18,97696,2234,2.29
2018-10-19,5962534,6649,0.11
2018-10-22,3626612,3861,0.11
2018-10-23,1045558,35,0.0
2018-10-24,1674929,14307,0.85
2018-10-25,217629,5920,2.72
2018-10-26,160985,7420,4.61
2018-10-29,283138,6634,2.34
2018-10-30,219139,3819,1.74
2018-10-31,17097,3525,20.62
2018-11-01,197855,13074,6.61
2018-11-02,4351390,1916,0.04
2018-11-06,15940,5000,31.37
2018-11-07,764555,25000,3.27
2018-11-08,788012,4786,0.61
2018-11-09,428267,20572,4.8
2018-11-12,71420,6007,8.41
2018-11-13,753219,11554,1.53
2018-11-14,77968,9479,12.16
2018-11-15,81171,18392,22.66
2018-11-16,21862,5708,26.11
2018-11-19,60539,4701,7.77
2018-11-20,116954,17489,14.95
2018-11-21,35045,7873,22.47
2018-11-22,365955,13335,3.64
2018-11-23,12041,2727,22.65
2018-11-26,66289,4638,7.0
2018-11-27,7786,5206,66.86
2018-11-28,11853,2845,24.0
2018-11-29,34557,10454,30.25
2018-11-30,13919,1,0.01
2018-12-03,22203,1746,7.86
2018-12-04,474775,10543,2.22
2018-12-05,106318,7218,6.79
2018-12-06,30253,3200,10.58
2018-12-07,660243,3662,0.55
2018-12-10,63155,18938,29.99
2018-12-11,311772,4392,1.41
2018-12-12,7308,951,13.01
2018-12-13,6126,882,14.4
2018-12-14,13447,2011,14.96
2018-12-17,373108,17389,4.66
2018-12-18,115290,5939,5.15
2018-12-19,13542,1023,7.55
2018-12-20,29210,10093,34.55
2018-12-21,119722,13330,11.13
