TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,39093,0,0.0
2018-10-02,48593,2000,4.12
2018-10-03,39352,5079,12.91
2018-10-04,113776,3856,3.39
2018-10-05,122010,193,0.16
2018-10-08,1437403,5762,0.4
2018-10-09,54219,6983,12.88
2018-10-10,1556434,1519,0.1
2018-10-11,5631040,40522,0.72
2018-10-12,127418,6288,4.93
2018-10-15,133701,11826,8.85
2018-10-16,5613467,17611,0.31
2018-10-17,135875,5893,4.34
2018-10-18,796670,973,0.12
2018-10-19,3013711,5000,0.17
2018-10-22,8456,5638,66.67
2018-10-23,244172,5635,2.31
2018-10-24,15159,157,1.04
2018-10-25,710494,6001,0.84
2018-10-26,13055,3001,22.99
2018-10-29,11973,733,6.12
2018-10-30,17374,5437,31.29
2018-10-31,244930,19730,8.06
2018-11-01,2532,0,0.0
2018-11-02,2590,437,16.87
2018-11-06,16662,3247,19.49
2018-11-07,25883,8045,31.08
2018-11-08,151492,5952,3.93
2018-11-09,129204,4500,3.48
2018-11-12,128502,6600,5.14
2018-11-13,23656,994,4.2
2018-11-14,46660,21394,45.85
2018-11-15,22503,2201,9.78
2018-11-16,124776,16139,12.93
2018-11-19,88873,10001,11.25
2018-11-20,94444,22425,23.74
2018-11-21,99559,11775,11.83
2018-11-22,69406,7189,10.36
2018-11-23,96142,13005,13.53
2018-11-26,130808,30261,23.13
2018-11-27,59819,6824,11.41
2018-11-28,30152,3545,11.76
2018-11-29,21330,2595,12.17
2018-11-30,70498,11867,16.83
2018-12-03,10251,0,0.0
2018-12-04,11339,907,8.0
2018-12-05,8791,0,0.0
2018-12-06,14027,2241,15.98
2018-12-07,67719,0,0.0
2018-12-10,12792,67,0.52
2018-12-11,12843,5532,43.07
2018-12-12,16233,3243,19.98
2018-12-13,44169,4936,11.18
2018-12-14,311231,271,0.09
2018-12-17,10354,0,0.0
2018-12-18,6474,52,0.8
2018-12-19,23269,660,2.84
2018-12-20,34648,0,0.0
2018-12-21,11846,726,6.13
