TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,4208487,0,0.0
2018-10-02,1531589,1232,0.08
2018-10-03,1317765,2337,0.18
2018-10-04,884157,10038,1.14
2018-10-05,560418,2000,0.36
2018-10-08,109571,4026,3.67
2018-10-09,245685,5000,2.04
2018-10-10,95985,5155,5.37
2018-10-11,737166,560,0.08
2018-10-12,494958,26184,5.29
2018-10-15,458297,18439,4.02
2018-10-16,1000339,16297,1.63
2018-10-17,1509688,6003,0.4
2018-10-18,458846,9789,2.13
2018-10-19,1241215,21105,1.7
2018-10-22,1755659,23375,1.33
2018-10-23,564372,18428,3.27
2018-10-24,243099,21538,8.86
2018-10-25,293475,11140,3.8
2018-10-26,6633,1249,18.83
2018-10-29,82001,8307,10.13
2018-10-30,234371,17440,7.44
2018-10-31,100151,11152,11.14
2018-11-01,19891,0,0.0
2018-11-02,67146,17007,25.33
2018-11-06,5439,1357,24.95
2018-11-07,265541,2294,0.86
2018-11-08,591006,1283,0.22
2018-11-09,853911,20425,2.39
2018-11-12,11344,5259,46.36
2018-11-13,217366,12928,5.95
2018-11-14,454249,27236,6.0
2018-11-15,676701,11075,1.64
2018-11-16,204786,13737,6.71
2018-11-19,362672,5204,1.43
2018-11-20,911605,15945,1.75
2018-11-21,11692,6257,53.52
2018-11-22,87660,64,0.07
2018-11-23,280649,11028,3.93
2018-11-26,1312663,30636,2.33
2018-11-27,1100234,42471,3.86
2018-11-28,149722,11273,7.53
2018-11-29,250397,15589,6.23
2018-11-30,116689,6124,5.25
2018-12-03,212813,15923,7.48
2018-12-04,29965,16193,54.04
2018-12-05,9402,2283,24.28
2018-12-06,63014,6024,9.56
2018-12-07,48146,10847,22.53
2018-12-10,51275,311,0.61
2018-12-11,161553,80,0.05
2018-12-12,18347,6617,36.07
2018-12-13,6269,22,0.35
2018-12-14,456775,0,0.0
2018-12-17,32771,14479,44.18
2018-12-18,20419,6521,31.94
2018-12-19,165310,5424,3.28
2018-12-20,2519279,19616,0.78
2018-12-21,659504,15739,2.39
