TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,318117,1845,0.58
2018-10-02,294610,5000,1.7
2018-10-03,758143,3066,0.4
2018-10-04,372223,60,0.02
2018-10-05,30204,0,0.0
2018-10-08,136790,3984,2.91
2018-10-09,71337,8161,11.44
2018-10-10,222237,5043,2.27
2018-10-11,14166,2035,14.37
2018-10-12,73982,11477,15.51
2018-10-15,127322,5644,4.43
2018-10-16,1141676,18343,1.61
2018-10-17,541266,34989,6.46
2018-10-18,65377,8684,13.28
2018-10-19,34879,5003,14.34
2018-10-22,1878767,15652,0.83
2018-10-23,400278,14427,3.6
2018-10-24,268994,15541,5.78
2018-10-25,1662512,11265,0.68
2018-10-26,400119,14494,3.62
2018-10-29,306304,22115,7.22
2018-10-30,403112,5393,1.34
2018-10-31,49186,407,0.83
2018-11-01,70104,1298,1.85
2018-11-02,15273,6480,42.43
2018-11-06,189372,5002,2.64
2018-11-07,83073,14911,17.95
2018-11-08,357253,5166,1.45
2018-11-09,72025,23270,32.31
2018-11-12,680474,15497,2.28
2018-11-13,112897,1422,1.26
2018-11-14,474954,851,0.18
2018-11-15,483868,20343,4.2
2018-11-16,216667,10533,4.86
2018-11-19,42230,17029,40.32
2018-11-20,514190,698,0.14
2018-11-21,115328,487,0.42
2018-11-22,182337,17018,9.33
2018-11-23,610835,10833,1.77
2018-11-26,1012334,21010,2.08
2018-11-27,121350,10010,8.25
2018-11-28,224472,0,0.0
2018-11-29,20367,3491,17.14
2018-11-30,79701,5135,6.44
2018-12-03,18851,7469,39.62
2018-12-04,86057,11208,13.02
2018-12-05,16900,8578,50.76
2018-12-06,6935,1703,24.56
2018-12-07,2636,236,8.95
2018-12-10,23202,8609,37.1
2018-12-11,17497,9006,51.47
2018-12-12,118066,5416,4.59
2018-12-13,9116,3323,36.45
2018-12-14,51612,0,0.0
2018-12-17,20807,5700,27.39
2018-12-18,4211,925,21.97
2018-12-19,1028756,2158,0.21
2018-12-20,11022,6287,57.04
2018-12-21,8490,3918,46.15
