TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,95,0,0.0
2018-10-02,609,0,0.0
2018-10-03,178890,2000,1.12
2018-10-04,19121,75,0.39
2018-10-05,220,0,0.0
2018-10-08,1086,299,27.53
2018-10-09,5848,4704,80.44
2018-10-10,1103,0,0.0
2018-10-11,263,16,6.08
2018-10-12,80,1,1.25
2018-10-15,743,1,0.13
2018-10-16,2410,179,7.43
2018-10-17,568,148,26.06
2018-10-18,322,3,0.93
2018-10-19,5912,4953,83.78
2018-10-22,473,21,4.44
2018-10-23,418,253,60.53
2018-10-24,683,548,80.23
2018-10-25,650,1,0.15
2018-10-26,551,32,5.81
2018-10-29,541,263,48.61
2018-10-30,5830,0,0.0
2018-10-31,323,0,0.0
2018-11-01,1271,0,0.0
2018-11-02,690,0,0.0
2018-11-06,573,0,0.0
2018-11-07,89456,9000,10.06
2018-11-08,1184,258,21.79
2018-11-09,1332,164,12.31
2018-11-12,31875,2332,7.32
2018-11-13,1401,1111,79.3
2018-11-14,999,48,4.8
2018-11-15,98,0,0.0
2018-11-16,146463,6111,4.17
2018-11-19,161452,6000,3.72
2018-11-20,887,767,86.47
2018-11-21,739,684,92.56
2018-11-22,85217,87,0.1
2018-11-23,24317,0,0.0
2018-11-26,96110,23001,23.93
2018-11-27,31057,33,0.11
2018-11-28,669,0,0.0
2018-11-29,15356,0,0.0
2018-11-30,9453,7387,78.14
2018-12-03,2235,2000,89.49
2018-12-04,7518,2238,29.77
2018-12-05,29742,3388,11.39
2018-12-06,1607879,5962,0.37
2018-12-07,3810,2330,61.15
2018-12-10,80243,2,0.0
2018-12-11,54191,2000,3.69
2018-12-12,6220,48,0.77
2018-12-13,233044,10000,4.29
2018-12-14,3722,0,0.0
2018-12-17,2083,1835,88.09
2018-12-18,4848,145,2.99
2018-12-19,13075,356,2.72
2018-12-20,84204,10965,13.02
2018-12-21,888,165,18.58
