TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,2136032,379,0.02
2018-10-02,2917198,0,0.0
2018-10-03,3079505,0,0.0
2018-10-04,3737126,7809,0.21
2018-10-05,2120384,5358,0.25
2018-10-08,39124,11119,28.42
2018-10-09,32524,1802,5.54
2018-10-10,80820,9828,12.16
2018-10-11,81798,1788,2.19
2018-10-12,28213,0,0.0
2018-10-15,152162,15341,10.08
2018-10-16,148320,974,0.66
2018-10-17,46922,7039,15.0
2018-10-18,155830,4347,2.79
2018-10-19,79443,10358,13.04
2018-10-22,1207095,16176,1.34
2018-10-23,250145,11611,4.64
2018-10-24,668304,10918,1.63
2018-10-25,1066551,7754,0.73
2018-10-26,1413630,1959,0.14
2018-10-29,255963,6647,2.6
2018-10-30,647570,353,0.05
2018-10-31,118910,234,0.2
2018-11-01,77615,0,0.0
2018-11-02,83771,5338,6.37
2018-11-06,39093,4073,10.42
2018-11-07,79697,5000,6.27
2018-11-08,25282,8191,32.4
2018-11-09,78381,350,0.45
2018-11-12,61055,10936,17.91
2018-11-13,1211123,866,0.07
2018-11-14,258875,787,0.3
2018-11-15,7056428,1,0.0
2018-11-16,2291320,9165,0.4
2018-11-19,118969,2321,1.95
2018-11-20,6940258,13268,0.19
2018-11-21,150774,0,0.0
2018-11-22,195168,0,0.0
2018-11-23,98423,0,0.0
2018-11-26,167312,0,0.0
2018-11-27,922585,0,0.0
2018-11-28,626002,0,0.0
2018-11-29,174306,10067,5.78
2018-11-30,178421,0,0.0
2018-12-03,55662,222,0.4
2018-12-04,286590,0,0.0
2018-12-05,24971,2508,10.04
2018-12-06,93197,7210,7.74
2018-12-07,45510,3688,8.1
2018-12-10,648439,5157,0.8
2018-12-11,36967,10152,27.46
2018-12-12,329897,10377,3.15
2018-12-13,656431,9662,1.47
2018-12-14,260312,6645,2.55
2018-12-17,131898,8549,6.48
2018-12-18,92618,2345,2.53
2018-12-19,176745,16623,9.41
2018-12-20,81675,5050,6.18
2018-12-21,46354,5670,12.23
