TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,19417,2000,10.3
2018-10-02,50511,2317,4.59
2018-10-03,268833,20,0.01
2018-10-04,100418,0,0.0
2018-10-05,238202,1902,0.8
2018-10-08,318477,26728,8.39
2018-10-09,25119,6382,25.41
2018-10-10,22885,1232,5.38
2018-10-11,25588,35,0.14
2018-10-12,70980,10539,14.85
2018-10-15,10473,1145,10.93
2018-10-16,21158,10118,47.82
2018-10-17,89970,1492,1.66
2018-10-18,49154,5000,10.17
2018-10-19,117741,550,0.47
2018-10-22,8241,0,0.0
2018-10-23,71106,8495,11.95
2018-10-24,61398,2505,4.08
2018-10-25,208039,64,0.03
2018-10-26,80707,11510,14.26
2018-10-29,105531,14413,13.66
2018-10-30,9980,3015,30.21
2018-10-31,57921,7346,12.68
2018-11-01,38332,15291,39.89
2018-11-02,196957,0,0.0
2018-11-06,8430,0,0.0
2018-11-07,33868,11583,34.2
2018-11-08,83412,597,0.72
2018-11-09,86766,10000,11.53
2018-11-12,47533,10886,22.9
2018-11-13,89610,11983,13.37
2018-11-14,18095,9090,50.23
2018-11-15,82073,3129,3.81
2018-11-16,77921,7341,9.42
2018-11-19,36165,3523,9.74
2018-11-20,107600,13919,12.94
2018-11-21,55884,1716,3.07
2018-11-22,64648,1491,2.31
2018-11-23,29592,6059,20.48
2018-11-26,1068687,8103,0.76
2018-11-27,83233,11548,13.87
2018-11-28,54651,7056,12.91
2018-11-29,86634,13961,16.11
2018-11-30,61788,7727,12.51
2018-12-03,36008,8558,23.77
2018-12-04,64530,16624,25.76
2018-12-05,318596,9006,2.83
2018-12-06,199604,9784,4.9
2018-12-07,73815,507,0.69
2018-12-10,66326,15962,24.07
2018-12-11,685973,13736,2.0
2018-12-12,65240,494,0.76
2018-12-13,812859,7748,0.95
2018-12-14,1342199,7172,0.53
2018-12-17,137795,5204,3.78
2018-12-18,142956,8670,6.06
2018-12-19,402132,1584,0.39
2018-12-20,69947,2334,3.34
2018-12-21,127365,8355,6.56
