TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,15668,2644,16.88
2018-10-02,203073,11850,5.84
2018-10-03,284622,14242,5.0
2018-10-04,363810,6896,1.9
2018-10-05,182545,58,0.03
2018-10-08,379494,10852,2.86
2018-10-09,315576,21996,6.97
2018-10-10,334304,17230,5.15
2018-10-11,370828,6345,1.71
2018-10-12,198802,18776,9.44
2018-10-15,157323,13194,8.39
2018-10-16,810760,22851,2.82
2018-10-17,155710,26983,17.33
2018-10-18,170417,4130,2.42
2018-10-19,131081,23119,17.64
2018-10-22,397962,40059,10.07
2018-10-23,455896,47360,10.39
2018-10-24,268937,13163,4.89
2018-10-25,10901,52,0.48
2018-10-26,397243,50429,12.69
2018-10-29,133225,1152,0.86
2018-10-30,136751,37962,27.76
2018-10-31,184973,26210,14.17
2018-11-01,74611,10826,14.51
2018-11-02,429195,22649,5.28
2018-11-06,13381,5368,40.12
2018-11-07,810410,18600,2.3
2018-11-08,390338,45431,11.64
2018-11-09,803289,28709,3.57
2018-11-12,72899,10460,14.35
2018-11-13,81437,20283,24.91
2018-11-14,908497,77230,8.5
2018-11-15,268063,38221,14.26
2018-11-16,230374,16179,7.02
2018-11-19,16801,10893,64.84
2018-11-20,109416,1955,1.79
2018-11-21,426251,30885,7.25
2018-11-22,37668,25122,66.69
2018-11-23,251793,7810,3.1
2018-11-26,849627,22770,2.68
2018-11-27,125308,23652,18.88
2018-11-28,204524,32746,16.01
2018-11-29,682884,24782,3.63
2018-11-30,6937,866,12.48
2018-12-03,96388,20254,21.01
2018-12-04,89405,7479,8.37
2018-12-05,338530,5514,1.63
2018-12-06,66804,12258,18.35
2018-12-07,27039,12963,47.94
2018-12-10,9306,3817,41.02
2018-12-11,25952,16218,62.49
2018-12-12,14813,9063,61.18
2018-12-13,15919,10024,62.97
2018-12-14,22390,0,0.0
2018-12-17,74603,908,1.22
2018-12-18,14198,6065,42.72
2018-12-19,133549,17943,13.44
2018-12-20,163607,12774,7.81
2018-12-21,8887,712,8.01
