TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,1184069,0,0.0
2018-10-02,3571958,14,0.0
2018-10-03,130579,13016,9.97
2018-10-04,115646,155,0.13
2018-10-05,53819,516,0.96
2018-10-08,21844,10908,49.94
2018-10-09,84879,7360,8.67
2018-10-10,79174,5389,6.81
2018-10-11,39934,9683,24.25
2018-10-12,76945,23695,30.79
2018-10-15,13384,5351,39.98
2018-10-16,85832,523,0.61
2018-10-17,199580,20623,10.33
2018-10-18,4040,2729,67.55
2018-10-19,111318,11729,10.54
2018-10-22,445539,10944,2.46
2018-10-23,15347,5884,38.34
2018-10-24,4659,2267,48.66
2018-10-25,68435,638,0.93
2018-10-26,1013646,10197,1.01
2018-10-29,8902,1863,20.93
2018-10-30,86390,7575,8.77
2018-10-31,304259,81,0.03
2018-11-01,49434,5,0.01
2018-11-02,189986,525,0.28
2018-11-06,5418,0,0.0
2018-11-07,7888,4965,62.94
2018-11-08,141149,14228,10.08
2018-11-09,16411,5673,34.57
2018-11-12,21160,13364,63.16
2018-11-13,125580,13568,10.8
2018-11-14,3680,2426,65.92
2018-11-15,543070,10416,1.92
2018-11-16,48958,10119,20.67
2018-11-19,11929,10264,86.04
2018-11-20,6326,4025,63.63
2018-11-21,106249,0,0.0
2018-11-22,9440,2208,23.39
2018-11-23,10332,5357,51.85
2018-11-26,34520,8466,24.52
2018-11-27,630997,1308,0.21
2018-11-28,5455,1400,25.66
2018-11-29,55175,2089,3.79
2018-11-30,5676,3310,58.32
2018-12-03,6588,1265,19.2
2018-12-04,19719,11806,59.87
2018-12-05,4079,1934,47.41
2018-12-06,10996,4636,42.16
2018-12-07,23351,7150,30.62
2018-12-10,7958,3017,37.91
2018-12-11,82134,19159,23.33
2018-12-12,6464,850,13.15
2018-12-13,36781,27359,74.38
2018-12-14,263227,4000,1.52
2018-12-17,218015,18454,8.46
2018-12-18,10271,773,7.53
2018-12-19,33345,2001,6.0
2018-12-20,305798,2465,0.81
2018-12-21,322922,18860,5.84
