TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,101221,0,0.0
2018-10-02,584010,3937,0.67
2018-10-03,109571,2739,2.5
2018-10-04,69743,0,0.0
2018-10-05,3769,1900,50.41
2018-10-08,436200,15048,3.45
2018-10-09,350190,15101,4.31
2018-10-10,354653,5000,1.41
2018-10-11,716091,5028,0.7
2018-10-12,214871,5941,2.76
2018-10-15,35923,0,0.0
2018-10-16,447492,11969,2.67
2018-10-17,95272,394,0.41
2018-10-18,100828,5487,5.44
2018-10-19,1401038,15231,1.09
2018-10-22,868327,5277,0.61
2018-10-23,1340,378,28.21
2018-10-24,4106,0,0.0
2018-10-25,64738,5239,8.09
2018-10-26,1360,608,44.71
2018-10-29,50217,3,0.01
2018-10-30,101080,5109,5.05
2018-10-31,80176,230,0.29
2018-11-01,300394,59,0.02
2018-11-02,268204,14170,5.28
2018-11-06,2935,1590,54.17
2018-11-07,157853,300,0.19
2018-11-08,709711,7569,1.07
2018-11-09,568927,17381,3.06
2018-11-12,485032,24765,5.11
2018-11-13,732573,10642,1.45
2018-11-14,636534,7254,1.14
2018-11-15,181676,10000,5.5
2018-11-16,46686,142,0.3
2018-11-19,31276,2002,6.4
2018-11-20,11845,10409,87.88
2018-11-21,131,0,0.0
2018-11-22,115441,3016,2.61
2018-11-23,266138,4000,1.5
2018-11-26,96006,15079,15.71
2018-11-27,1004,240,23.9
2018-11-28,56598,9969,17.61
2018-11-29,563524,2965,0.53
2018-11-30,2862,1666,58.21
2018-12-03,10679,4004,37.49
2018-12-04,135133,7909,5.85
2018-12-05,273971,11750,4.29
2018-12-06,3269,112,3.43
2018-12-07,66969,12158,18.15
2018-12-10,58110,5215,8.97
2018-12-11,5173,393,7.6
2018-12-12,71339,154,0.22
2018-12-13,112304,812,0.72
2018-12-14,758841,176,0.02
2018-12-17,222872,1250,0.56
2018-12-18,973410,14506,1.49
2018-12-19,11354,5070,44.65
2018-12-20,513957,21987,4.28
2018-12-21,266514,0,0.0
