TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,7871,360,4.57
2018-10-02,367932,3061,0.83
2018-10-03,1491938,24031,1.61
2018-10-04,917691,10110,1.1
2018-10-05,241080,94,0.04
2018-10-08,31108,2247,7.22
2018-10-09,88202,180,0.2
2018-10-10,233729,2000,0.86
2018-10-11,648522,17496,2.7
2018-10-12,389748,24675,6.33
2018-10-15,229672,10673,4.65
2018-10-16,1248451,34534,2.77
2018-10-17,1151123,41716,3.62
2018-10-18,249794,18764,7.51
2018-10-19,1075879,7931,0.74
2018-10-22,1189972,8802,0.74
2018-10-23,1002380,23357,2.33
2018-10-24,73159,13387,18.3
2018-10-25,265040,6313,2.38
2018-10-26,2525435,19257,0.76
2018-10-29,517743,24803,4.79
2018-10-30,214049,7628,3.56
2018-10-31,462023,11469,2.48
2018-11-01,65682,5077,7.73
2018-11-02,10472,264,2.52
2018-11-06,127527,224,0.18
2018-11-07,73012,11547,15.82
2018-11-08,65597,1609,2.45
2018-11-09,178238,13558,7.61
2018-11-12,78952,5867,7.43
2018-11-13,168987,3756,2.22
2018-11-14,1085454,23480,2.16
2018-11-15,77343,11413,14.76
2018-11-16,10633,3210,30.19
2018-11-19,12370,6389,51.65
2018-11-20,322650,16141,5.0
2018-11-21,8158,1948,23.88
2018-11-22,1042795,5562,0.53
2018-11-23,31566,5144,16.3
2018-11-26,9602,4359,45.4
2018-11-27,173075,25759,14.88
2018-11-28,186904,15726,8.41
2018-11-29,4417647,55965,1.27
2018-11-30,174069,4198,2.41
2018-12-03,347714,6731,1.94
2018-12-04,364779,385,0.11
2018-12-05,225228,10669,4.74
2018-12-06,27471,5470,19.91
2018-12-07,32822,17715,53.97
2018-12-10,3327492,27474,0.83
2018-12-11,149943,16336,10.89
2018-12-12,1979521,30721,1.55
2018-12-13,133000,9089,6.83
2018-12-14,344883,0,0.0
2018-12-17,21157,6442,30.45
2018-12-18,24434,6401,26.2
2018-12-19,170753,5533,3.24
2018-12-20,150090,2178,1.45
2018-12-21,370865,32906,8.87
