TRADEDATE,"Объем всех сделок, в шт. ценных бумаг","Объем сделок Маркет-мейкеров, в шт. ценных бумаг","Процент сделок ММ среди всех сделок, в %"
2018-10-01,268406,885,0.33
2018-10-02,452161,10015,2.21
2018-10-03,434120,389,0.09
2018-10-04,128755,4987,3.87
2018-10-05,133915,10,0.01
2018-10-08,114181,22370,19.59
2018-10-09,23310,627,2.69
2018-10-10,50966,7885,15.47
2018-10-11,64320,552,0.86
2018-10-12,37427,12511,33.43
2018-10-15,73688,4300,5.84
2018-10-16,35961,5,0.01
2018-10-17,66090,5037,7.62
2018-10-18,51519,184,0.36
2018-10-19,26273,421,1.6
2018-10-22,133734,10496,7.85
2018-10-23,91036,797,0.88
2018-10-24,28079,10624,37.84
2018-10-25,66921,6276,9.38
2018-10-26,32202,602,1.87
2018-10-29,117669,2938,2.5
2018-10-30,227303,30,0.01
2018-10-31,416125,10000,2.4
2018-11-01,38208,7686,20.12
2018-11-02,29143,152,0.52
2018-11-06,20825,10910,52.39
2018-11-07,102745,4011,3.9
2018-11-08,246737,13068,5.3
2018-11-09,25954,10868,41.87
2018-11-12,49507,2748,5.55
2018-11-13,88963,5220,5.87
2018-11-14,26252,6740,25.67
2018-11-15,45393,488,1.08
2018-11-16,242614,10118,4.17
2018-11-19,49682,9156,18.43
2018-11-20,50717,8312,16.39
2018-11-21,58146,577,0.99
2018-11-22,116986,2185,1.87
2018-11-23,99280,2442,2.46
2018-11-26,44576,1787,4.01
2018-11-27,182299,11499,6.31
2018-11-28,57701,24,0.04
2018-11-29,83926,6147,7.32
2018-11-30,122636,294,0.24
2018-12-03,130106,6381,4.9
2018-12-04,45453,10381,22.84
2018-12-05,133119,1047,0.79
2018-12-06,187012,3974,2.12
2018-12-07,197343,1858,0.94
2018-12-10,163664,8244,5.04
2018-12-11,390712,14024,3.59
2018-12-12,93552,703,0.75
2018-12-13,173378,8002,4.62
2018-12-14,463023,4115,0.89
2018-12-17,326636,13077,4.0
2018-12-18,294405,7110,2.42
2018-12-19,444596,416,0.09
2018-12-20,154673,395,0.26
2018-12-21,208806,2000,0.96
